Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
LATAM Airlines,LA1534,Lisbon (LIS),Scheduled,12:30,Departures,1,00:30,Madrid (MAD),2022-11-03
Qatar Airways,QR6533,Lisbon (LIS),Scheduled,12:30,Departures,1,00:30,Madrid (MAD),2022-11-03
Vueling,VY5070,Lisbon (LIS),Scheduled,12:30,Departures,1,00:30,Madrid (MAD),2022-11-03
KLM,KL1694,Lisbon (LIS),Scheduled,11:35,Departures,2,11:35,Amsterdam Schiphol (AMS),2022-11-03
Aeromexico,AM6553,Lisbon (LIS),Scheduled,11:35,Departures,2,11:35,Amsterdam Schiphol (AMS),2022-11-03
Delta Air Lines,DL9181,Lisbon (LIS),Scheduled,11:35,Departures,2,11:35,Amsterdam Schiphol (AMS),2022-11-03
Kenya Airways,KQ1694,Lisbon (LIS),Scheduled,11:35,Departures,2,11:35,Amsterdam Schiphol (AMS),2022-11-03
Air Europa,UX1150,Lisbon (LIS),Scheduled,11:35,Departures,2,11:35,Madrid (MAD),2022-11-03
Aeromexico,AM6905,Lisbon (LIS),Scheduled,11:35,Departures,2,11:35,Madrid (MAD),2022-11-03
Aerolineas Argentinas,AR7345,Lisbon (LIS),Scheduled,11:35,Departures,2,11:35,Madrid (MAD),2022-11-03
Delta Air Lines,DL6750,Lisbon (LIS),Scheduled,11:35,Departures,2,11:35,Madrid (MAD),2022-11-03
Saudia,SV6130,Lisbon (LIS),Scheduled,11:35,Departures,2,11:35,Madrid (MAD),2022-11-03
Ryanair,FR3377,Lisbon (LIS),Scheduled,11:40,Departures,2,11:40,Brandenburg (BER),2022-11-03
TAP Air Portugal,TP217,Lisbon (LIS),Scheduled,11:40,Departures,2,11:40,Boston (BOS),2022-11-03
TAP Air Portugal,TP534,Lisbon (LIS),Scheduled,11:40,Departures,2,11:40,Brandenburg (BER),2022-11-03
Air Baltic,BT5341,Lisbon (LIS),Scheduled,11:40,Departures,2,11:40,Brandenburg (BER),2022-11-03
LOT - Polish Airlines,LO4714,Lisbon (LIS),Scheduled,11:40,Departures,2,11:40,Brandenburg (BER),2022-11-03
Azores Airlines,S48358,Lisbon (LIS),Scheduled,11:40,Departures,2,11:40,Brandenburg (BER),2022-11-03
easyJet,U27637,Lisbon (LIS),Scheduled,11:40,Departures,2,11:40,Bordeaux Mérignac (BOD),2022-11-03
TAP Air Portugal,TP1014,Lisbon (LIS),Scheduled,11:45,Departures,2,11:45,Madrid (MAD),2022-11-03
Aegean Airlines,A31715,Lisbon (LIS),Scheduled,11:45,Departures,2,11:45,Madrid (MAD),2022-11-03
Azul,AD7312,Lisbon (LIS),Scheduled,11:45,Departures,2,11:45,Madrid (MAD),2022-11-03
SA AVIANCA,AV2499,Lisbon (LIS),Scheduled,11:45,Departures,2,11:45,Madrid (MAD),2022-11-03
Beijing Capital Airlines,JD5412,Lisbon (LIS),Scheduled,11:45,Departures,2,11:45,Madrid (MAD),2022-11-03
Azores Airlines,S48032,Lisbon (LIS),Scheduled,11:45,Departures,2,11:45,Madrid (MAD),2022-11-03
United Airlines,UA6855,Lisbon (LIS),Scheduled,11:45,Departures,2,11:45,Madrid (MAD),2022-11-03
TAP Air Portugal,TP1689,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Funchal (FNC),2022-11-03
Azul,AD7329,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Funchal (FNC),2022-11-03
Beijing Capital Airlines,JD5439,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Funchal (FNC),2022-11-03
Luxair,LG1971,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Funchal (FNC),2022-11-03
Lufthansa,LH6938,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Funchal (FNC),2022-11-03
Azores Airlines,S48007,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Funchal (FNC),2022-11-03
Turkish Airlines,TK8104,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Funchal (FNC),2022-11-03
United Airlines,UA6876,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Funchal (FNC),2022-11-03
TAP Air Portugal,TP846,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Rom Fiumicino (FCO),2022-11-03
Azul,AD7465,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Rom Fiumicino (FCO),2022-11-03
Alitalia,AZ7537,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Rom Fiumicino (FCO),2022-11-03
Croatia Airlines,OU5725,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Rom Fiumicino (FCO),2022-11-03
Azores Airlines,S48053,Lisbon (LIS),Scheduled,11:50,Departures,2,11:50,Rom Fiumicino (FCO),2022-11-03
Aegean Airlines,A3721,Lisbon (LIS),Scheduled,12:00,Departures,2,12:00,Athens (ATH),2022-11-03
TAP Air Portugal,TP7410,Lisbon (LIS),Scheduled,12:00,Departures,2,12:00,Athens (ATH),2022-11-03
TAP Air Portugal,TP1138,Lisbon (LIS),Scheduled,12:00,Departures,2,12:00,Malaga (AGP),2022-11-03
Azul,AD7282,Lisbon (LIS),Scheduled,12:00,Departures,2,12:00,Malaga (AGP),2022-11-03
Azores Airlines,S48722,Lisbon (LIS),Scheduled,12:00,Departures,2,12:00,Malaga (AGP),2022-11-03
TAP Air Portugal,TP562,Lisbon (LIS),Scheduled,12:00,Departures,2,12:00,Hamburg (HAM),2022-11-03
Azores Airlines,S48342,Lisbon (LIS),Scheduled,12:00,Departures,2,12:00,Hamburg (HAM),2022-11-03
TAP Air Portugal,TP89,Lisbon (LIS),Scheduled,12:00,Departures,2,12:00,Sao Paulo Aeroporto Internacional Guarulhos (GRU),2022-11-03
Azul,AD7251,Lisbon (LIS),Scheduled,12:00,Departures,2,12:00,Sao Paulo Aeroporto Internacional Guarulhos (GRU),2022-11-03
TAP Air Portugal,TP201,Lisbon (LIS),Scheduled,12:10,Departures,2,12:10,Newark (EWR),2022-11-03
Air Canada,AC2703,Lisbon (LIS),Scheduled,12:10,Departures,2,12:10,Newark (EWR),2022-11-03
TAP Air Portugal,TP7,Lisbon (LIS),Scheduled,12:10,Departures,2,12:10,Natal (NAT),2022-11-03
Azul,AD7467,Lisbon (LIS),Scheduled,12:10,Departures,2,12:10,Natal (NAT),2022-11-03
Emirates,EK4816,Lisbon (LIS),Scheduled,12:10,Departures,2,12:10,Natal (NAT),2022-11-03
Air France,AF1025,Lisbon (LIS),Scheduled,12:15,Departures,2,12:15,Paris Charles De Gaulle (CDG),2022-11-03
Delta Air Lines,DL8443,Lisbon (LIS),Scheduled,12:15,Departures,2,12:15,Paris Charles De Gaulle (CDG),2022-11-03
Etihad Airways,EY5931,Lisbon (LIS),Scheduled,12:15,Departures,2,12:15,Paris Charles De Gaulle (CDG),2022-11-03
Gol,G35128,Lisbon (LIS),Scheduled,12:15,Departures,2,12:15,Paris Charles De Gaulle (CDG),2022-11-03
Korean Air,KE6476,Lisbon (LIS),Scheduled,12:15,Departures,2,12:15,Paris Charles De Gaulle (CDG),2022-11-03
Kenya Airways,KQ3793,Lisbon (LIS),Scheduled,12:15,Departures,2,12:15,Paris Charles De Gaulle (CDG),2022-11-03
Azores Airlines,S47300,Lisbon (LIS),Scheduled,12:15,Departures,2,12:15,Paris Charles De Gaulle (CDG),2022-11-03
Air Austral,UU8025,Lisbon (LIS),Scheduled,12:15,Departures,2,12:15,Paris Charles De Gaulle (CDG),2022-11-03
easyJet,U27641,Lisbon (LIS),Scheduled,12:15,Departures,2,12:15,Nantes (NTE),2022-11-03
Lufthansa,LH1167,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,Frankfurt (FRA),2022-11-03
ANA,NH6058,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,Frankfurt (FRA),2022-11-03
Austrian,OS7394,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,Frankfurt (FRA),2022-11-03
SAS,SK3251,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,Frankfurt (FRA),2022-11-03
Thai Airways International,TG7679,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,Frankfurt (FRA),2022-11-03
TAP Air Portugal,TP6701,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,Frankfurt (FRA),2022-11-03
United Airlines,UA9503,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,Frankfurt (FRA),2022-11-03
TAP Air Portugal,TP554,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,München (MUC),2022-11-03
Aegean Airlines,A31744,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,München (MUC),2022-11-03
Azul,AD7221,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,München (MUC),2022-11-03
Air Baltic,BT5291,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,München (MUC),2022-11-03
Lufthansa,LH6967,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,München (MUC),2022-11-03
LOT - Polish Airlines,LO4718,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,München (MUC),2022-11-03
Croatia Airlines,OU5729,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,München (MUC),2022-11-03
Azores Airlines,S48774,Lisbon (LIS),Scheduled,12:25,Departures,2,12:25,München (MUC),2022-11-03
Iberia,IB3109,Lisbon (LIS),Scheduled,12:30,Departures,2,12:30,Madrid (MAD),2022-11-03
American Airlines,AA8565,Lisbon (LIS),Scheduled,12:30,Departures,2,12:30,Madrid (MAD),2022-11-03
LATAM Airlines,LA1534,Lisbon (LIS),Scheduled,12:30,Departures,2,12:30,Madrid (MAD),2022-11-03
Qatar Airways,QR6533,Lisbon (LIS),Scheduled,12:30,Departures,2,12:30,Madrid (MAD),2022-11-03
Vueling,VY5070,Lisbon (LIS),Scheduled,12:30,Departures,2,12:30,Madrid (MAD),2022-11-03
KLM,KL1694,Lisbon (LIS),Scheduled,11:35,Departures,3,11:35,Amsterdam Schiphol (AMS),2022-11-03
Aeromexico,AM6553,Lisbon (LIS),Scheduled,11:35,Departures,3,11:35,Amsterdam Schiphol (AMS),2022-11-03
Delta Air Lines,DL9181,Lisbon (LIS),Scheduled,11:35,Departures,3,11:35,Amsterdam Schiphol (AMS),2022-11-03
Kenya Airways,KQ1694,Lisbon (LIS),Scheduled,11:35,Departures,3,11:35,Amsterdam Schiphol (AMS),2022-11-03
Air Europa,UX1150,Lisbon (LIS),Scheduled,11:35,Departures,3,11:35,Madrid (MAD),2022-11-03
Aeromexico,AM6905,Lisbon (LIS),Scheduled,11:35,Departures,3,11:35,Madrid (MAD),2022-11-03
Aerolineas Argentinas,AR7345,Lisbon (LIS),Scheduled,11:35,Departures,3,11:35,Madrid (MAD),2022-11-03
Delta Air Lines,DL6750,Lisbon (LIS),Scheduled,11:35,Departures,3,11:35,Madrid (MAD),2022-11-03
Saudia,SV6130,Lisbon (LIS),Scheduled,11:35,Departures,3,11:35,Madrid (MAD),2022-11-03
Ryanair,FR3377,Lisbon (LIS),Scheduled,11:40,Departures,3,11:40,Brandenburg (BER),2022-11-03
TAP Air Portugal,TP217,Lisbon (LIS),Scheduled,11:40,Departures,3,11:40,Boston (BOS),2022-11-03
TAP Air Portugal,TP534,Lisbon (LIS),Scheduled,11:40,Departures,3,11:40,Brandenburg (BER),2022-11-03
Air Baltic,BT5341,Lisbon (LIS),Scheduled,11:40,Departures,3,11:40,Brandenburg (BER),2022-11-03
LOT - Polish Airlines,LO4714,Lisbon (LIS),Scheduled,11:40,Departures,3,11:40,Brandenburg (BER),2022-11-03
Azores Airlines,S48358,Lisbon (LIS),Scheduled,11:40,Departures,3,11:40,Brandenburg (BER),2022-11-03
easyJet,U27637,Lisbon (LIS),Scheduled,11:40,Departures,3,11:40,Bordeaux Mérignac (BOD),2022-11-03
TAP Air Portugal,TP1014,Lisbon (LIS),Scheduled,11:45,Departures,3,11:45,Madrid (MAD),2022-11-03
Aegean Airlines,A31715,Lisbon (LIS),Scheduled,11:45,Departures,3,11:45,Madrid (MAD),2022-11-03
Azul,AD7312,Lisbon (LIS),Scheduled,11:45,Departures,3,11:45,Madrid (MAD),2022-11-03
SA AVIANCA,AV2499,Lisbon (LIS),Scheduled,11:45,Departures,3,11:45,Madrid (MAD),2022-11-03
Beijing Capital Airlines,JD5412,Lisbon (LIS),Scheduled,11:45,Departures,3,11:45,Madrid (MAD),2022-11-03
Azores Airlines,S48032,Lisbon (LIS),Scheduled,11:45,Departures,3,11:45,Madrid (MAD),2022-11-03
United Airlines,UA6855,Lisbon (LIS),Scheduled,11:45,Departures,3,11:45,Madrid (MAD),2022-11-03
TAP Air Portugal,TP1689,Lisbon (LIS),Scheduled,11:50,Departures,3,11:50,Funchal (FNC),2022-11-03
Azul,AD7329,Lisbon (LIS),Scheduled,11:50,Departures,3,11:50,Funchal (FNC),2022-11-03
Beijing Capital Airlines,JD5439,Lisbon (LIS),Scheduled,11:50,Departures,3,11:50,Funchal (FNC),2022-11-03
Luxair,LG1971,Lisbon (LIS),Scheduled,11:50,Departures,3,11:50,Funchal (FNC),2022-11-03
Lufthansa,LH6938,Lisbon (LIS),Scheduled,11:50,Departures,3,11:50,Funchal (FNC),2022-11-03
Azores Airlines,S48007,Lisbon (LIS),Scheduled,11:50,Departures,3,11:50,Funchal (FNC),2022-11-03
Turkish Airlines,TK8104,Lisbon (LIS),Scheduled,11:50,Departures,3,11:50,Funchal (FNC),2022-11-03
United Airlines,UA6876,Lisbon (LIS),Scheduled,11:50,Departures,3,11:50,Funchal (FNC),2022-11-03
TAP Air Portugal,TP846,Lisbon (LIS),Scheduled,11:50,Departures,3,11:50,Rom Fiumicino (FCO),2022-11-03
