Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
TAP Air Portugal,TP1493,Conakry (CKY),Scheduled,05:10,Arrival,1,05:10,Lisbon (LIS),2022-10-27
Air Canada,AC2644,Conakry (CKY),Scheduled,05:10,Arrival,1,05:10,Lisbon (LIS),2022-10-27
Emirates,EK4805,Conakry (CKY),Scheduled,05:10,Arrival,1,05:10,Lisbon (LIS),2022-10-27
TAP Air Portugal,TP74,Rio De Janeiro (GIG),Scheduled,05:20,Arrival,1,05:20,Lisbon (LIS),2022-10-27
Azul,AD7278,Rio De Janeiro (GIG),Scheduled,05:20,Arrival,1,05:20,Lisbon (LIS),2022-10-27
Emirates,EK4813,Rio De Janeiro (GIG),Scheduled,05:20,Arrival,1,05:20,Lisbon (LIS),2022-10-27
TAP Air Portugal,TP82,Sao Paulo Aeroporto Internacional Guarulhos (GRU),Scheduled,05:20,Arrival,1,05:20,Lisbon (LIS),2022-10-27
Azul,AD7214,Sao Paulo Aeroporto Internacional Guarulhos (GRU),Scheduled,05:20,Arrival,1,05:20,Lisbon (LIS),2022-10-27
TAP Air Portugal,TP1459,Tangier (TNG),Scheduled,05:25,Arrival,1,05:25,Lisbon (LIS),2022-10-27
TAP Air Portugal,TP202,Newark (EWR),Scheduled,05:30,Arrival,1,05:30,Lisbon (LIS),2022-10-27
Air Canada,AC2704,Newark (EWR),Scheduled,05:30,Arrival,1,05:30,Lisbon (LIS),2022-10-27
TAP Air Portugal,TP224,Miami (MIA),Scheduled,05:35,Arrival,1,05:35,Lisbon (LIS),2022-10-27
TAP Air Portugal,TP218,Boston (BOS),Scheduled,05:40,Arrival,1,05:40,Lisbon (LIS),2022-10-27
TAP Air Portugal,TP1528,Accra (ACC),Scheduled,05:45,Arrival,1,05:45,Lisbon (LIS),2022-10-27
TAP Air Portugal,TP104,Belo Horizonte Tancredo Neves (CNF),Scheduled,06:05,Arrival,1,06:05,Lisbon (LIS),2022-10-27
Azul,AD7254,Belo Horizonte Tancredo Neves (CNF),Scheduled,06:05,Arrival,1,06:05,Lisbon (LIS),2022-10-27
